Country Name,Series Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Korea, Rep.",Fuel exports (% of merchandise exports),5.464777822,5.33818871,4.024461289,3.53874043,4.121232976,5.462644465,6.346935591,6.530611737,8.99342078,6.430145055,6.876328923,9.420295751,10.39034503,9.539521523,9.007706172,6.159121639,5.425540641
"Korea, Rep.",GDP growth (annual %),8.924426034,4.525306764,7.432433614,2.933217902,4.89984045,3.923677392,5.176153818,5.463396393,2.829223173,0.707509946,6.496793586,3.681688569,2.292397846,2.896204935,3.341447761,2.790236167,2.929304795
"Korea, Rep.","Government expenditure on education, total (% of GDP)",,3.897429943,3.792619944,4.132410049,4.115290165,3.901370049,3.967430115,3.952290058,4.463950157,4.669829845,,,4.618229866,4.930699825,5.05671978,5.065440178,
"Korea, Rep.",High-technology exports (% of manufactured exports),35.06590914,29.78481845,31.52977881,32.3161911,32.91734928,32.47640858,32.14585123,30.54460905,27.59875522,28.73409455,29.46593215,25.7213172,26.17347489,27.09934491,26.88054979,26.84150956,26.58320503
"Korea, Rep.","Industry, value added (% of GDP)",34.19664142,32.94195911,32.42908322,32.74293875,34.2454526,33.83844462,33.23618562,33.41330398,32.72239496,33.26623298,34.63472135,34.84625353,34.58738122,35.02175739,34.70009306,34.89108503,35.12979767
"Korea, Rep.","Labor force, total",22810633,23183357,23642612,23660958,24112607,24281181,24519188,24774717,24923116,24923602,25262256,25660784,26054417,26381091,27108754,27432943,27719344
"Korea, Rep.","Manufacturing, value added (% of GDP)",26.01278431,24.66557071,24.22473771,23.86799213,25.72134546,25.51615448,25.08061139,25.46133851,25.79823561,26.05144291,27.80118359,28.47800787,28.1685878,28.23869313,27.48912524,27.08555889,26.78182784
"Korea, Rep.",Market capitalization of listed companies (% of GDP),30.49362691,43.88324338,41.16560171,48.41253298,55.99900886,79.94443546,82.46752096,99.99351332,46.97552682,92.53404105,99.76355594,82.84158053,96.45178639,94.55758577,85.93001539,89.03903601,88.67242699
"Korea, Rep.","Agriculture, value added (annual % growth)",1.116024771,1.575508484,-2.14763708,-5.309539636,9.012528047,1.396932753,1.560028364,4.070726524,5.599074009,3.243316833,-4.322129316,-1.953536367,-0.856743294,3.093042109,3.59866985,-0.431612556,-2.768414503
"Korea, Rep.",Exports of goods and services (annual % growth),17.17187439,-2.285083116,13.0314995,13.89227076,20.62181604,7.816231862,12.08405976,12.65636989,7.496219941,-0.32549018,12.69745206,15.13402658,5.085845661,4.260028043,2.029582093,-0.130591922,2.560995319
"Korea, Rep.","Industry, value added (annual % growth)",11.02947179,3.724677572,7.848703868,5.517669964,7.829823664,4.684009105,6.265513353,7.121555088,2.682813078,0.22901621,10.3889342,4.527698438,1.946393834,3.308929731,3.148847209,2.377853455,3.275789986
"Korea, Rep.","Manufacturing, value added (annual % growth)",16.39827729,3.255726735,9.278229087,4.961100071,9.715235455,5.841661561,7.740937442,8.444752989,3.712060186,-0.498656671,13.65601674,6.541592731,2.374873927,3.58197114,3.539954608,1.761505069,2.356718867
"Korea, Rep.","New business density (new registrations per 1,000 people ages 15-64)",,,,,,,1.448685691,1.521609836,1.428426863,1.580463821,1.67947272,1.795870309,2.033470192,2.063116729,2.303384109,2.522008688,2.581627127
"Korea, Rep.",New businesses registered (number),,,,,,,50289,53227,50505,56337,60312,65110,74162,75574,84697,93768,96155
"Korea, Rep.","Primary completion rate, total (% of relevant age group)",103.1985321,99.62476349,94.78652191,100.8377533,99.64295959,97.80467224,99.08627319,101.018837,100.0238037,101.5493698,101.125473,103.1018982,109.5437775,102.2116928,94.26091766,98.88244629,
"Korea, Rep.",Research and development expenditure (% of GDP),2.18087,2.34165,2.27363,2.35126,2.53257,2.62559,2.83082,3.00975,3.13619,3.29813,3.45314,3.75116,4.01812,4.14692,4.27746,4.22816,
"Korea, Rep.",Researchers in R&D (per million people),2345.35265,2932.46257,3034.38695,3215.21147,3301.31429,3777.10678,4175.01381,4603.83665,4867.81365,5000.85219,5380.27532,5853.32911,6361.60143,6456.62574,6899.00269,7087.35169,
"Korea, Rep.","School enrollment, primary (% gross)",100.5925369,99.21160889,98.89646912,99.88745117,100.2289963,101.0737686,101.6896515,102.8523331,102.8052979,101.9408417,101.6998978,101.444191,99.66914368,97.02127838,97.04418945,97.58805847,
"Korea, Rep.","School enrollment, secondary (% gross)",95.9577179,95.61036682,95.7991333,96.47960663,97.17108154,97.03713226,95.7594986,95.17883301,94.965271,95.90392303,96.32878113,96.90727997,98.09673309,99.95905304,100.5119705,100.1968994,
"Korea, Rep.","School enrollment, tertiary (% gross)",76.68273926,79.59391022,82.16731262,84.37828064,87.5014267,91.69628143,97.03381348,101.8810196,104.0247574,104.2135162,102.7612686,100.4507065,96.63764191,94.37483215,93.4249115,93.26055908,
"Korea, Rep.","Self-employed, total (% of total employment) (modeled ILO estimate)",39.14899826,38.91999817,38.31399918,37.36000061,36.67300034,36.25999832,35.54199982,34.70199966,34.08499908,32.97200012,32.13600159,31.76199913,31.75600052,31.08200073,30.49600029,29.72800064,29.47800064
"Korea, Rep.",Technicians in R&D (per million people),458.85547,458.44127,500.9239,572.36691,585.92428,551.85459,585.27341,716.30029,811.64696,912.59885,968.76206,1051.4731,1163.40105,1167.71942,1241.25479,1224.89178,
"Korea, Rep.",Time required to start a business (days),,,,17,17,17,17,17,17,14,14,7,4,4,4,4,4
"Korea, Rep.","Unemployment, total (% of total labor force) (modeled ILO estimate)",4.420000076,4,3.279999971,3.559999943,3.670000076,3.730000019,3.450000048,3.230000019,3.160000086,3.640000105,3.720000029,3.410000086,3.220000029,3.119999886,3.529999971,3.630000114,3.710000038
